conversation,agency
"user: Tere! Ma just sain ID-kaardi ja tahan teada, mida ma pean sellega seoses meeles pidama. Mis on kõige olulisem?
assistant: Tere! Kõige olulisem on hoia PIN-koode salajas ja turvalises kohas. Ära anna neid kellegi teise kätte ja proovi need pähe õppida, kui võimalik.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen ID-kaardi kasutamiseks DigiDoc4 programmi installinud, aga ei suuda seda oma arvutis leida. Kas teil on mõni nõu hulgimisel?
assistant: Tere! Päev vastu! Jah, seda on lihtne leida. Kui sa oled ID-kaardi kasutamiseks DigiDoc4 programmi juba installinud, siis DigiDoc4 ikoon peaks arvuti töölaual olema. Kui seda ei ole, siis tee topeltklõps sellel, millel on 'D' tähe all nimega DigiDoc4. Kas sa leiad selle ikooni?",output_ID.ee
"user: Tere! Olen kuulnud, et digiturvalisus on oluline. Kust ma peaksin alustama enda ja laste turvalisuse tagamise osas?
assistant: Tere! See on väga hea küsimus. Alustage tarkvara uuendamisest kõikides seadmetes – telefonis, tabletis, arvutis. Aegunud tarkvaras on turvalisi auke, mida pahavara võib ära kasutada. See on lihtne, aga oluline samm!,",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma just kahtlen, kuidas Paides asuva Kesk-Eesti politseijaoskonna leida. Kas te teate selle aadressi?
assistant: Tere! Kesk-Eesti politseijaoskond Paides asub aadressil Tallinna 12, 72720 Paide.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul oli probleeme ID tarkvara paigaldamisega. Sai teateid, et paigaldus läks tõrkeid. Kuidas ma saan sellest aru ja mida peaks tegema?
assistant: Tere! Üsna sagedased probleemid. Selle peamiseks põhjuseks on see, et Windows registreis on vana ID tarkvara komponentide kirjeid, mis uue versiooni ei nõua. Vaevalt paigaldus lõpeb, täna on see probleem seotud Windowsi operatsioonisüsteemi uuendusega. Kas sulle kuvati mingisugune veateade? Kui võisa seda koodi või veateadet meelde tuua, oleks see väga hea.",output_ID.ee
"user: Tere! Ma ei ole päris kindel, miks minu ID tarkvara on uuendamine soovitatud. Mis see tähtsusetu on?
assistant: Tere! Kui sul on ID tarkvara uuendamine soovitatud, see on hea märk – see tähendab, et sinu seade on turvalisemaks ja tööefektiivsemaks ümber tehtud. Peamiselt on uuendused seotud turvariskide vähendamisega või selleks, et tarkvara töötaks paremini teiste programmidega. Kas sulle on teada, mis ID tarkvara on?",output_ID.ee
"user: Tere! Olen kuulnud, et Politsei- ja Piirivalveamet on lapsevanematele mingit ohutusraamatut valmistanud. Mis see raamat on ja kellele see mõeldud?
assistant: Tere! Jah, meil ongi olemas Ohutusraamat lapsevanematele, mis on mõeldud eelkõige 1. klassi minevate laste vanematele. See ongi materjal, mis toetab lapsevanemaid lapse elu kaitsmisel ja turvalise kasvukeskkonna loomisel.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus. Mis on oluline, kui tellin midagi telefoni teel? Pean ikka sellele kohustusatud olema?
assistant: Tere! Telefoni teel tellimisel on oluline, et kaupleja oleks sulle kinnitanud lepingu püsival andmekandjal (nt e-kirja) ja sina ise olema kinnitanud oma tahet ka selles vormis. Kui seda ei juhtu, sa ei ole selle lepingu poolt kohustatud. Muidu võib olla keeruline jätta lepingust loobuda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma nägin, et ID.ee juures on sertifitseerimiskorra teatud muudatusi. Kas saaksite öelda, milline on uus sertifitseerimiskorra versioon praegu keesingil? Vaatan, et need muutuvad sageli...
assistant: Tere! Jah, on. Praegune sertifitseerimiskorra versioon on v2.1. See jõustus 16. augustil 2024. Olete õigesti tähendanud, et need muutused on suhteloolised. Kas teiega on juttu sellest, kuidas see muutmine mõjutab ID-kaardi omanikke? See on uusim versioon.",output_ID.ee
"user: Tere! Olen kuulnud palju 5G kohta, aga ma ei saa päris hästi aru, mida see tähendab. Mis on need kolm peamist arengusuunda, mida Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) mainib?
assistant: Tere! TTJA kohaselt on kolm peamist arengusuunda 5G tehnoloogias: suurendatud andmesidekiirus (eMBB), tagatud ajakriitiline reaalajasüsteemide andmeside (URLLC) ja suurearvuline väikeseadmete kommunikatsioon (mMTC). See tähendab, et 5G lubab palju kiiret internetti, usaldusväärseid ühendusi reaalajas rakendusteks ja toetab paljusid seadmeid, mis on ühendatud võrku.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et Politsei- ja Piirivalveamet teeb palju riigihankeid. Kust ma saaksin infot nende hankete kohta leida?
assistant: Tere! Jah, meil on riigihankeid mitmeid. Kõik avalikud hanketeated ja aruanded on leitavad riigihangete registri veebilehel: https://riigihanked.riik.ee/ . Seal leiad kogu vajaliku info.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et tahaksin teada rohkem elamisõigusest, eriti kui ma soovin elada peresega, kelle kohta on juba elamisõigus tehtud taotlus. Kuidas see menetlus toimub?
assistant: Tere! Noh, elamisõiguse menetlemine on algusest lõpuni suhtelooline. Politsei- ja Piirivalveamet (PPA) kontrollib, et taotlus on tehtud nõuetekohaselt ja et kõik elamisõiguse saamiseks vajalikud tingimused on täidetud. See tähendab, et kontrollime näiteks isikutunnistust ja muu dokumentatsiooni. Kui on midagi puudu või vaja rohkem infot, siis teeme teiega ühendust.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mida pean silmas pidama, kui ostan midagi internetis?
assistant: Tere! Internetis ostes on oluline teada, et Sul on õigus lepingust taganeda 14 päeva jooksul, alates päevast, mil kaubad Sinuni jõuavad. See on seadusega garanteeritud võimalus, et Sa saaksid toote tagasi anda, kui see ei vasta Sinu ootustele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mulle tekkis küsimus kiiruskaamera fotode kohta. Kas trahviteatega kaasneb ka foto koopia?
assistant: Tere! Ei, trahviteatega fotokoopiat ei lisata. Aga kui sa oled sõiduki eest vastutav isik ja soovid fotot, mille alusel liiklusrikkumine tuvastati, siis saad selle taotleda.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus elamisloa pikendamise kohta. Ma õpin Eestis ja mu elamisluba õppimiseks lõppeb pea olemas. Mis ma pean tegema?
assistant: Tere! Elamisloa pikendamiseks õppimiseks pead saama taotluse esitada vähemalt 2 kuud enne kehtiva loa lõppemist. Pead esitama mitmeid dokumente ja tasuma riigilõivu. Kas sa soovid, et ma mainiksin täpsemalt, milliseid dokumente vaja on?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et ID-tarkvara on minu jaoks väga oluline. Aga mis see ‘toeperioodi pikkus’ tähendab? Ja miks see on nii tähtis?
assistant: Tere! Päev vastu on ja ma saan aru, et see on uus. ‘Toeperioodi pikkus’ ID-tarkvara kontekstis tähendab seda, kui kaua ID-tarkvaraversioon on aktiivne ja et selle versiooni kohta pakutakse toetust. Kui versioon on ‘elatsükli lõppenud’, enam ei ole selle versiooni kohta ID kasutajatugi (teadmistebaasis), ei testita sellega seotud vigade leidimist ja vastu ei võeta tegelikult mitte mitte mitte midagi - ei uut tehnilist lahendust, ei funktsiooni muudatuste taotlusi. Peamine põhjus on turvajärjekorra. Vajalik on alati uusima versiooni kasutada. Kas sulle on plaanis uuendamine?",output_ID.ee
"user: Tere! Ma just lugesin, et 112 on hädaabinumber. Aga millal täpselt ma sellele helistama peaksin?
assistant: Tere! 112-le helistad, kui vajad politsei kiiret abi ja soovid teatada korrarikkumisest, kuriteost või liiklusõnnetusest. See ongi näiteks, kui näed kedagi, kes on mures või vajan abi pärast liiklusõnnetust.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) jälgib sideturge. Mis need täpsemalt on?
assistant: Tere! See on väga hea küsimus. Sideturgude puhul TTJA jälgib näiteks kõne lõpetamise hulgiteenust telefonivõrgus või mobiiltelefonivõrgus, kohalikku juurdepääsu hulgiteenust kindlas kohas ja kvaliteetset juurdepääsu hulgiteenust samuti kindlas kohas. See on oluline, et tagada konkurents ja õiged hinnad tarbijatele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma saan aru, et peaks ID-kaardi tarkvara macOS arvutis paigaldama. Kutsutakse seda ID-tarkvara? Ja kuidas ma saan selle alla laadida?
assistant: Tere! Jah, see on täpsasti ID-tarkvara. See koosneb mitmest komponendist. Sa saad selle alla laadida DigiDoc4 rakendusest, mille lingi leiad ID.ee veebilehelt: [https://www.id.ee/artikkel/digidoc4-raakendus]. See on ühedest kolmest komponendist, mida pead macOS arvutile paigaldama.",output_ID.ee
"user: Tere! Mul on uus ID-kaart ja koodiümbrik. Kas ma pean kohe PIN- ja PUK-koodid vahetama?
assistant: Tere! Jah, on väga oluline PIN- ja PUK-koodid kohe uuega vahetada. Kui sa neid uuega vahetamata jätad, ei saa ID-kaarti elektrooniliselt kasutada. Ja kui keegi saadab need koodid võõrasse kätesse, on ka sinu elektrooniline identiteet ohus. Kas sa oskad öelda, miks on see nii?",output_ID.ee
"user: Tere! Ma lugesin midagi ehitiste ohutuse kohta Tarbijakaitse ja Tehnilise Järelevalve Ameti (TTJA) leheküljel. Kuidas ma saan aru, kas minu maja on ohutu?
assistant: Tere! Ehitise ohutus tähendab, et see peab vastama mitmetele nõuetele. Need tulenevad seadustest, heast tavast või ehitise kasutus- ja hooldusjuhendist. Näiteks, maja peab olema mehaaniliselt vastupidav, tuleohutu, hügieeniline ja kasutajate jaoks ohutu – sealhulgas lihtne evakueerida tulekahju korral.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus elamisloa kohta. Mis juhtub, kui mu elamisluba täisealisele lapsele pereliikme juurde elama asumise põhjal lõppeb?
assistant: Tere! Kui sinu elamisluba lõppeb, saad sa Eestisse veel jääda kuni 270 päevaks. Sel ajal on sul ka võimalus Eestis töötada.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus ID-kaardi kohta. Ma tahaks teada, mida ma pean tegema, kui kaotan ID-kaardi.
assistant: Tere! Oluline on kohe tegutseda. Esimene asi, mida peaks tegema, on helistada numbril 677 3377, et sertifikaadid peatada. See takistab kellegi teise oma isik andmetega kuritarvitamist. Kas sa tead, kust seda infot leidsid?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud palju digiturvalisusest, aga ma ei tea, kust ma peaksin alustama. Mis on kõige olulisem asi, mida ma peaksin oma ja laste turvalisuse tagamiseks silmas pidama?
assistant: Tere! Alguspunktiks on kindlasti tarkvara uuendamine kõikides seadmetes – telefonides, arvutites, tahvlitel. Aegunud tarkvara on pahavara jaoks lihtne tee sisse. Veelgi olulisem on luua tugevad paroolid. Need peaksid olema pikad, raskesti äraarvatavad ja erinevad igas kontol. Riigi Infosüsteemide Ametil on selle kohta väga hea lehekülg: https://www.ria.ee/et/kuberturvalisus/nouanded/parooli-loomine.html",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kahtlen, kuidas Paides asuva Kesk-Eesti politseijaoskonna töösüsteem on korraldatud. Saaksid sa mulle natuke infot anda?
assistant: Tere! Kesk-Eesti politseijaoskond Paides asub Tallinnas 12, postikoht 72720. Nad on avatud esmaspäevast reedeni, kell 9.00 kuni 17.00 igal tööpäeval.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et Tarbijakaitseamet saab tarbijaid aitada vaidluste lahendamisel. Kuidas see menetlus üldiselt toimib, kui ma esitan avalduse?
assistant: Tere! Meeldiv kuulata. Pärast avalduse esitamist, saame me sind teavitada 21 tööpäeva jooksul, et menetlus on käivitunud. Seejärel edastame avalduse kauplejale, et nad annaksid selgitusi ja pakkuksid lahendusi. Meiega saad ühendust ka selgituste kohta täiendavalt",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen uus ettevõtja ja tahan teada, milliseid seadusi pean arvestama, kui ma turule viin toote, mis on seotud ligipääsetavusega?
assistant: Tere! Peamiseks seaduseks on Toodete ja teenuste ligipääsetavuse seadus (LPS). Lisaks pead arvestama määrust nr 45, mis käsitleb ebaproportsionaalse koormuse hindamist, ja määrust nr 46, mis sätestab selle hindamise korra. Samuti on oluline tundida direktiivi I. lisa VII jaos ja harmoneeritud standardeid, millega seadus on seotud.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kas te saate öelda, kus Kuressaare politseijaoskond asub?
assistant: Muidugi! Kuressaare politseijaoskond asub Transvaali 58, Kuressaare. See on väga mugav, sest sealt on lihtne bussidega sinna jõuda.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Tahaks infot saada, kuidas lapse välismaalase passi taotleda?
assistant: Tere! Noh, põhiline on see, et lapse välismaalase passi taotlemine toimub teeninduses. Alustame kõigepealt sellega, et leiate sobiva teeninduskoja (nt PPA kontor). Ja siis on vaja isikut tõendava dokumendi, aga lapsele peab ju tohtivõti olema. Kas teil on küllagi selge, kus ja kuidas seda teenindust leida? Kas teadate, kus PPA kontorid asuvad?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin midagi ohtlike toodete kohta. Mis see tähendab ja kes sellega tegelda tohib?
assistant: Tere! See tähendab, et tegemist on toodetega, mis võivad tarbijale ohtu kujutada. Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) ja EL-i kiirhoiatussüsteem Safety Gate jälgivad ja teavitavad selliseid olukordi. Safety Gate abil vahetavad järelevalveasutused infot ohtlike kaupade kohta, et need võimalikult kiiresti turult eemaldada.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma soovisin teada, kus Ida-Harju politseijaoskond asub? Kas see on Tallinnas?
assistant: Jah, Ida-Harju politseijaoskond asub Tallinnas, aadressil P. Pinna 4, 13615 Tallinn.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma saan probleeme ID-kaardiga, aga ei ole kindel, kuidas diagnoosi faili genereerida. Kust ma peaksin alustama?
assistant: Tere! Üsna sagedasti juhtubki. Võime teiega sellega kindlasti aidata. Kõige mugavam on kirjutada ID-abile läbi id.ee veebis asuva lingi (https://www.id.ee/artikkel/teavita-meid-probleemist/). Kui tead, milline probleem tekkis, siis saad teada täpsemad juhised. Aga enne, kas tead, et teil on DigiDoc4 ja RIA DigiDoc rakendus ID-kaardi kasutamisele?",output_ID.ee
"user: Tere! Ma olen Euroopa Liidu kodanik ja tahan Eestisse elama tulla. Mis võimalused mul on selleks?
assistant: Tere! Eestisse saab tulla kolmel viisil: ajutine viibimine (kuni 3 kuud), tähtajaline elamine (kuni 5 aastat) või alaline elamine. Mis eesmärgiga ja kui pikaks ajaks sa Eestisse jääda soovid?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Kas ma saan uue ID-kaardi? Ja kust saan selle taotleda?
assistant: Tere! Jah, uut ID-kaarti saab kindlasti taotleda. Peaasi, et see on kõikidele Eesti kodanikele kohustuslik isikut tõendav dokument. ID-kaardi saab taotleda ainult Politsei- ja Piirivalveametist (PPA). Saada lisa infot nende kodulehel: https://www.politsei.ee/et/juhend/id-kaardi-taotlemine-taeiskasvanule",output_ID.ee
"user: Tere! Ma olen plaanimas pakettreisi ja ma ei ole päris kindel, mis see tähendab. Kuidas ma tean, kas ma olen broneerinud pakettreisi?
assistant: Tere! Pakettreis on tegelikult siis, kui reisikorraldaja on kokku pannud terve paketti reisiteenustest - näiteks lend, hotell ja ekskursioonid. Sa võid pidada seda pakettreisiks, kui leping on sõlmitud ühe müügikohaga ja sa oled nõus maksmise kohta enne maksmist. See kehtib ka siis, kui pakutakse ühtset hinda kõigile teenustele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvasin, et minu ID-kaart on kadunud. Mida ma peaks tegema?
assistant: Tere! See on murettekitav. Enne, siis mõtle kokku, kas olete seda äsja kasutanud ja kas seda võisite just hiljemalt, näiteks kontorilauale jätta. Kui te olete kindel, et kaardi varguses, siis on oluline teguda kohe. Mida edasi sõltub sellest, kui kindel olete kaardi varguses.",output_ID.ee
"user: Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Ametil on kaart sideteenuste kohta. Mis see kaart täpselt näitab?
assistant: Tere! Jah, meil on sideteenuste kaart. See näitab, kus aadressil on võimalus interneti teenusega liituda. Roheline punkt tähendab, et liitumisvõimalus on olemas ja punane, et puudub.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et kui mul on probleem ostetud asjaga, saan pöörduda Tarbijakaitse Ametisse. Kust ma alustan?
assistant: Tere! See on õige. Enne Tarbijavaidluste komisjoni pöördumist on oluline, et sa esitada pretensioon otse kauplejale. Nad peavad sellele vastama 15 päeva jooksul. Alles kui kaupleja ei vasta või te ei jõua kokkuleppele, saab komisjoni pöörduda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et ID-kaart on väärt uurida. Kas sa võiksite mulle öelda, mis see üldse on ja milleks see on?
assistant: Muidugi! ID-kaart on Eesti kodaniku ja Eestis püsivalt elava Euroopa Liidu kodaniku jaoks kohustuslik isikut tõendav dokument. See on digitaalne dokument, mis on ka võbilauaõigus, st seda saab kasutada reisidel passi asemel. Kas sa tahad rohkem teada selle kasutusvõimaluste kohta?",output_ID.ee
"user: Tere! Mul on probleeme ID-kaardiga. Kas teil on võimalik aidata?
assistant: Tere! Muidugi aitame. Kõigepealt, palun kirjuta id.ee veebilehele ja „Kirjuta ID-abile“. Seal saad oma probleemist kirjalikult selgitada. See aitab meil sind paremini aidata.",output_ID.ee
"user: Tere! Ma olen kuulnud, et pürotehnika kasutamisel on olulisi reegleid. Mis kõige olulisem, mida ma peaksin teadma?
assistant: Tere! Kõigepealt oluline: F4 ja T2 kategooria pürotehnikat tohib kasutada ainult pürotehnik ise. Samuti on oluline, et saaksite toote ohutult kasutada, seega ostate pürotehnikat ainult ametlikust müügikohast, mitte kellegi käest tänavalt.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus laste mänguasjade ostmise kohta. Mis on kõige olulisem asi, millele peaksin tähelepanu pöörama, et osta ohutu mänguasi?
assistant: Tere! Kõige olulisem on vaadata, kas mänguasi kannab CE-märgist. See märgistus peaks tagama, et mänguasi vastab nõuetele. Aga see ei ole kõik – loe ka müügipakendi soovitusi ja hoiatusi!",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on lend ees ja tahan teada, mida ma peaksin tegema, kui lend hiljub. Mis on mu õigused?
assistant: Tere! Kui lend hiljub, on sul mitmeid õigusi. Need sõltuvad aga sellest, kas lend väljus Eestist või saabus siia kolmandast riigist. Mis riigist su lend väljub?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et digiallkirjastamine on üsna oluline, aga ei suuda päris aru saada, kuidas seda enda e-teenuses realiseerida. Kas saate öelda, milliseid võimalusi on olemas?
assistant: Tere! Muidugi. Digiallkirjastamise realiseerimiseks on mitu võimalikku lahendust, mis sõtuvad valitsusektori ja erasektori lahendustega. Valitsusektori asutused saavad kasutada Riigi allkirjastamisteenust (https://www.ria.ee/riigi-infosusteem/elektrooniline-identiteet-ja-usaldusteenused/digiallkirja-serverteenused) . See pakub ID-kaardi, mobiil-ID, Smart-ID ja e-Templiga digiallkirjastamise tuge. Samuti on olemas mitmed teed, mida saate kasutada erasektoris. Kas teiega oleks huvitav ka uurida erasektori lahendusi?",output_ID.ee
"user: Tere! Ma lugesin midagi Tarbijakaitse Ameti veebilehel ehitiste ohutuse kohta. Mis see tähendab täpselt?
assistant: Tere! Ehitiste ohutus tähendab seda, et ehitis peab olema vastavuses seadusaktide nõuetele ja kasutatav ohutult. See hõlmab mitmeid aspekte nagu mehaaniline vastupidavus, tuleohutus, hügieen, juurdepääsetavus puudega inimestele ja palju muud. Nõuded tulenevad seadusest, ehitise kasutusjuhendist või heast tavast.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on tähtajaline elamisluba töötamiseks Eestis ja see aegub peagi. Kuidas ma saan seda pikendada?
assistant: Tere! Elamisluba töötamiseks saab pikendada. Vähemalt kaks kuud enne loa lõppemist pead sa pikendamise taotluse esitama. Seejärel esita nõutud dokumendid ja tasu riigilõiv. Saad vastuse hiljemalt 10 päeva enne kehtiva loa lõppemist, kui taotlus on õigeaegselt esitatud.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud midagi ebaausate müügivõtete kohta. Mis see tähendab ja miks on see probleemne?
assistant: Tere! Ebaausad müügivõtted on sellised müügitaktikad, mis püüavad sind tarbijana eksitada või survestavad sind ostma. Need on Euroopa Liidus keelatud, sest nad kahjustavad tarbija õigusi ja teevad tehingu keeruliseks ja ebavõrdseks. Näiteks võib müüja anda valeväiteid toote kohta või üritada sind piirata valikuvabaduses.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kaalun seiklusparki minekut. Mida ma peaksin teadma?
assistant: Tere! Seikluspark on tore valik! Enne kui minna, on oluline tutvuda reeglite ja piirangutega, et kogemus positiivne oleks. Kas Sa soovid, et ma rääkiks reeglite ja piirangute kohta või millest muust Sa huvitatud oled?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma saan nüüd ID-kaardi ja Digi-ID, siis saan ka koodiümbriku? Ja mida see koodiümbrik on?
assistant: Tere! Jah, kui teil on ID-kaart või Digi-ID, siis saate ka koodiümbriku. See on kindlik koodiümbrik, mis sisaldab PIN- ja PUK-koodi. Need koodid on vajalikud, et saaksite ID-kaardi ja Digi-ID elektrooniliselt kasutada. See on nagu turvafirma sild, mis võimaldab kaardi turvaliselt kasutada.",output_ID.ee
"user: Tere! Olen Ukraina kodanik ja kardustan tagasipöördumist sinna sõja tõttu. Kas ma saan Eestis taotleda rahvusvahelist kaitset?
assistant: Tere! Jah, sa saad. Rahvusvahelist kaitset võivad taotleda välismaalased, sh Ukraina kodanikud, kes kardavad kodumaal tagakiusamist või kellele ähvardab ohtu tagasipöördumine seoses relvakonfliktiga. See kehtib, kui kardad näiteks surmanuhtlust, piinamist või inimväärikust alandavat kohtlemist.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin Rail Balticu kohta palju, aga ma ei tea, kuidas selle keskkonnamõju kohta infot leida. Kas Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) sellega tegeleb?
assistant: Jah, TTJA tegeleb Rail Balticu keskkonnamõjude hindamisega (KMH). Kõik avalikud teated selle kohta on leitavad TTJA veebilehel, aadressil https://ttja.ee/eraklient/tarbija-oigused/avalikud-teated/keskkonnamoju-hindamisega-seotud-teated.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin midagi raadiosageduste kohta, aga ei saa pähe. Kes need Eestis siis reguleerib?
assistant: Tere! Raadiosageduste kasutamist Eestis reguleerib Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA). Aga Euroopa tasandil on selleks EFIS (EROFrequency Information System).",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma ei taju nii palju, mida need sertifikaadid tähtsuses on. Kas need on nagu minu ID-kaardi versioon internetis?
assistant: Tere! Jah, seda võid nimetada nii. Sertifikaadid on nagu ID-kaardi digitaalne versioon. Nad aitavad sinu identiteeti veebis tõestada. Kui sul on ID-kaart, digi-ID, mobiil-ID või Smart-ID, siis sul on ka nendega seotud sertifikaadid. Need on olulised, et sa võiksid turvaliselt e-teenuseid kasutada.",output_ID.ee
"user: Tere! Kas sa võiksite mulle öelda, mitu Ukraina kodanikku on Eestisse alates 27. veebruarist saabunud?
assistant: Muidugi! Eestisse on alates 27. veebruarist saabunud umbes 23 886 Ukraina kodanikku ja nende pereliiget.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud palju CE-märgist räägitakse, aga ei tea täpselt, mis see tähendab. Mis on CE-märgise üldpõhimõtted?
assistant: Tere! CE-märgise põhimõtted on üsna lihtsad. Põhimõtteliselt kinnitab CE-märgis, et tootja või volitatud esindaja garanteerib, et toode vastab ELi ühtlustatud nõuetele. See tähendab, et toode on ohutu ja vastab kehtivatele standarditele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma mõtlesin alustada mobiil-ID kasutamist, aga ei tea päris midagi selle kohta. Kas seda võtab vana ID-kaardist palju rohkem aega?
assistant: Tere! Väga tore, et huvi on! Ei võta reaalselt nii palju aega, kui tead, kuidas see töötab. Mobiil-ID kasutamine on palju mugavam, sest ei pea kaarti kaasas kanda. Kui vana ID-kaardi puhul on tähtaeg kaarti kanda, siis mobiil-ID on alati kaasas telefoni sees. Kas sa tahaksid teada, milliseid seadmeid sellega kasutada?",output_ID.ee
"user: Tere! Kas sa oskad rääguda mobiil-ID-st? Ma pole sellest midagi kuulnud.
assistant: Tere! Jah, ma oskan. Mobiil-ID on digitaalne identifikaator, mis võimaldab sul kasutada oma nutitelefoniga e-teenuseid, nagu näiteks pangaülekanded või võrreldamatud kohvrid. See on nagu digitaalne võti! Kas sa tahad teada, kuidas see töötab?",output_ID.ee
"user: Tere! Ma olen veemõju mootorpaadi omanik ja ma ei ole kindel, kas mul on vaja raadioluba. Kust ma peaksin alustama?
assistant: Tere! Veemõju mootorpaadi puhul on oluline teada, et kui paat on siseveekogudel ja üle 12 meetri pikkusega, või reisilaev, siis peab see olema varustatud meresagedusalas töötavate raadioside seadmetega. See tähendab, et teil on tõenäoliselt vaja veesõiduki raadioluba. Saate taotluse esitada JVISi kaudu või alla laadida vorm TTJA lehelt ja saata see meile e-posti aadressile info@ttja.ee.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan teada, mis on Tarbijakaitse ja Tehnilise Järelevalve Ameti (TTJA) roll avalike mänguväljakute osas. Mis on nende peamised kohustused?
assistant: Tere! TTJA peab silmas avalike mänguväljakute puhul, et nende rajamine ja rekonstrueerimine on ehitusloa- ja projektikohustuslik tegevus. Lisaks on omanik vastutav mänguväljaku tehnilise korrasoleku ja ohutuse eest. See tähendab, et nad peavad lähtuma heast ehitustavast ja tagama seadmete ohutuse kasutamisel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et Eestis on muutusi tele- ja raadioringhäälingus käsil. Saaksid sa selle kohta midagi rääkida?
assistant: Tere! Jah, muutusi on. Alustame ehk raadioraadioga: kui sa tahad Eestis raadioraadioraadiot teha, pead esmalt taotlema meediateenuse tegevusluba TTJA-st. See on esmane samm. Sa leidmaks rohkem infot, vaata https://ttja.ee/ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba. Tahad midagi raadioraadioga seoses veel teada?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma just kuulsin midagi numbriloast Tarbijakaitse ja Tehnilise Järelevalve Ameti poolt. Mis see täpselt on?
assistant: Tere! See tähendab, et TTJA väljastab numbriload sideteenuse osutajatele – sideettevõtjatele ja ka nendele, kes pakuvad muud teenust, kasutades sidevõrku. Näiteks, kui sa soovid mobiilnumbriga tegutseda, peab sinu sideettevõtjal olema selleks TTJA numbriluba.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
